OBJECTID,ZIP_CODE,AdminOffice
1627,95949,KH
1628,95953,KH
1629,95957,KH
1630,95959,KH
1631,95960,KH
1632,95961,KH
1633,95962,KH
1634,95972,KH
1635,95975,KH
1636,95977,KH
1637,95982,KH
1638,95991,KH
1639,95993,KH
1640,96107,KH
1641,96111,KH
1642,96118,KH
1643,96120,KH
1644,96124,KH
1645,96125,KH
1646,96126,KH
1647,96133,KH
1648,96140,KH
1649,96141,KH
1650,96142,KH
1651,96143,KH
1652,96145,KH
1653,96146,KH
1654,96148,KH
1655,96150,KH
1656,96161,KH
1657,96162,KH
1658,00012,KHM
1659,00019,KHM
1660,00028,KHM
1661,00031,KHM
1662,00035,KHM
1663,00037,KHM
1664,00038,KHM
1665,00047,KHM
1666,00065,KHM
1667,95913,KHM
1668,95915,KHM
1669,95916,KHM
1670,95917,KHM
1671,95920,KHM
1672,95923,KHM
1673,95926,KHM
1674,95928,KHM
1675,95930,KHM
1676,95934,KHM
1677,95938,KHM
1678,95939,KHM
1679,95941,KHM
1680,95942,KHM
1681,95943,KHM
1682,95947,KHM
1683,95951,KHM
1684,95954,KHM
1685,95956,KHM
1686,95963,KHM
1687,95965,KHM
1688,95966,KHM
1689,95968,KHM
1690,95969,KHM
1691,95970,KHM
1692,95971,KHM
1693,95973,KHM
1694,95974,KHM
1695,95978,KHM
1696,95981,KHM
1697,95983,KHM
1698,95984,KHM
1699,95988,KHM
1700,96001,KHM
1701,96002,KHM
1702,96003,KHM
1703,96006,KHM
1704,96007,KHM
1705,96008,KHM
1706,96009,KHM
1707,96013,KHM
1708,96014,KHM
1709,96015,KHM
1710,96016,KHM
1711,96017,KHM
1712,96019,KHM
1713,96020,KHM
1714,96021,KHM
1715,96022,KHM
1716,96023,KHM
1717,96024,KHM
1718,96025,KHM
1719,96028,KHM
1720,96033,KHM
1721,96034,KHM
1722,96035,KHM
1723,96038,KHM
1724,96040,KHM
1725,96044,KHM
1726,96047,KHM
1727,96051,KHM
1728,96052,KHM
1729,96054,KHM
1730,96055,KHM
1731,96056,KHM
1732,96057,KHM
1733,96058,KHM
1734,96059,KHM
1735,96061,KHM
1736,96062,KHM
1737,96063,KHM
1738,96064,KHM
1739,96065,KHM
1740,96067,KHM
1741,96069,KHM
1742,96071,KHM
1743,96073,KHM
1744,96075,KHM
1745,96076,KHM
1746,96080,KHM
1747,96087,KHM
1748,96088,KHM
1749,96089,KHM
1750,96091,KHM
1751,96093,KHM
1752,96094,KHM
1753,96096,KHM
1754,96097,KHM
1755,96101,KHM
1756,96103,KHM
1757,96104,KHM
1758,96105,KHM
1759,96106,KHM
1760,96108,KHM
1761,96109,KHM
1762,96110,KHM
1763,96112,KHM
1764,96113,KHM
1765,96114,KHM
1766,96115,KHM
1767,96116,KHM
1768,96117,KHM
1769,96119,KHM
1770,96121,KHM
1771,96122,KHM
1772,96123,KHM
1773,96128,KHM
1774,96129,KHM
1775,96130,KHM
1776,96132,KHM
1777,96134,KHM
1778,96136,KHM
1779,96137,KHM
